Ligand,ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
Velnacrinedecoy7,713,"-28,7",0,1,697,16,"0,913","1,000",,"0,022","1,0953","0,913",,
Velnacrinedecoy12,714,"-28,7",0,1,698,16,"0,914","1,000",,"0,022","1,0938","0,914",,
3iodo-4tetrahydroacridindecoy9,715,"-28,6",0,1,699,16,"0,915","1,000",,"0,022","1,0923","0,915",,
Galantaminedecoy25,716,"-28,6",0,1,700,16,"0,917","1,000",,"0,022","1,0908","0,917",,
Galantaminedecoy27,717,"-28,5",0,1,701,16,"0,918","1,000",,"0,022","1,0892","0,918",,
Velnacrinedecoy6,718,"-28,5",0,1,702,16,"0,919","1,000",,"0,022","1,0877","0,919",,
Tacrinedecoy40,719,"-28,5",0,1,703,16,"0,921","1,000",,"0,022","1,0862","0,921",,
Velnacrinedecoy4,720,"-28,4",0,1,704,16,"0,922","1,000",,"0,022","1,0847","0,922",,
Velnacrinedecoy13,721,"-28,3",0,1,705,16,"0,923","1,000",,"0,022","1,0832","0,923",,
Velnacrinedecoy8,722,"-28,1",0,1,706,16,"0,924","1,000",,"0,022","1,0817","0,924",,
Velnacrinedecoy27,723,"-28,1",0,1,707,16,"0,926","1,000",,"0,022","1,0802","0,926",,
Tacrinedecoy14,724,"-28,0",0,1,708,16,"0,927","1,000",,"0,022","1,0787","0,927",,
Velnacrinedecoy39,725,"-27,9",0,1,709,16,"0,928","1,000",,"0,022","1,0772","0,928",,
Velnacrinedecoy28,726,"-27,7",0,1,710,16,"0,930","1,000",,"0,022","1,0757","0,930",,
Velnacrinedecoy14,727,"-27,7",0,1,711,16,"0,931","1,000",,"0,022","1,0743","0,931",,
Tacrinedecoy47,728,"-27,7",0,1,712,16,"0,932","1,000",,"0,022","1,0728","0,932",,
Velnacrinedecoy16,729,"-27,6",0,1,713,16,"0,933","1,000",,"0,022","1,0713","0,933",,
Velnacrinedecoy29,730,"-27,6",0,1,714,16,"0,935","1,000",,"0,022","1,0698","0,935",,
Velnacrinedecoy3,731,"-27,5",0,1,715,16,"0,936","1,000",,"0,022","1,0684","0,936",,
Tacrinedecoy4,732,"-27,4",0,1,716,16,"0,937","1,000",,"0,022","1,0669","0,937",,
Tacrinedecoy21,733,"-27,3",0,1,717,16,"0,939","1,000",,"0,022","1,0655","0,939",,
Velnacrinedecoy10,734,"-27,2",0,1,718,16,"0,940","1,000",,"0,022","1,0640","0,940",,
Velnacrinedecoy50,735,"-27,2",0,1,719,16,"0,941","1,000",,"0,022","1,0626","0,941",,
Velnacrinedecoy19,736,"-27,1",0,1,720,16,"0,942","1,000",,"0,022","1,0611","0,942",,
Tacrinedecoy28,737,"-27,0",0,1,721,16,"0,944","1,000",,"0,022","1,0597","0,944",,
Velnacrinedecoy43,738,"-26,9",0,1,722,16,"0,945","1,000",,"0,022","1,0582","0,945",,
Velnacrinedecoy31,739,"-26,8",0,1,723,16,"0,946","1,000",,"0,022","1,0568","0,946",,
Tacrinedecoy20,740,"-26,7",0,1,724,16,"0,948","1,000",,"0,022","1,0554","0,948",,
Tacrinedecoy35,741,"-26,7",0,1,725,16,"0,949","1,000",,"0,022","1,0540","0,949",,
Velnacrinedecoy21,742,"-26,6",0,1,726,16,"0,950","1,000",,"0,022","1,0525","0,950",,
Tacrinedecoy36,743,"-26,6",0,1,727,16,"0,951","1,000",,"0,022","1,0511","0,951",,
Velnacrinedecoy23,744,"-26,6",0,1,728,16,"0,953","1,000",,"0,022","1,0497","0,953",,
Velnacrinedecoy18,745,"-26,6",0,1,729,16,"0,954","1,000",,"0,021","1,0483","0,954",,
Velnacrinedecoy38,746,"-26,5",0,1,730,16,"0,955","1,000",,"0,021","1,0469","0,955",,
Tacrinedecoy17,747,"-26,5",0,1,731,16,"0,956","1,000",,"0,021","1,0455","0,956",,
Tacrinedecoy22,748,"-25,9",0,1,732,16,"0,958","1,000",,"0,021","1,0441","0,958",,
Velnacrinedecoy25,749,"-25,9",0,1,733,16,"0,959","1,000",,"0,021","1,0427","0,959",,
Tacrinedecoy29,750,"-25,7",0,1,734,16,"0,960","1,000",,"0,021","1,0413","0,960",,
Tacrinedecoy7,751,"-25,7",0,1,735,16,"0,962","1,000",,"0,021","1,0399","0,962",,
Tacrinedecoy9,752,"-25,7",0,1,736,16,"0,963","1,000",,"0,021","1,0385","0,963",,
Velnacrinedecoy9,753,"-25,6",0,1,737,16,"0,964","1,000",,"0,021","1,0372","0,964",,
Tacrinedecoy45,754,"-25,6",0,1,738,16,"0,965","1,000",,"0,021","1,0358","0,965",,
Tacrinedecoy19,755,"-25,6",0,1,739,16,"0,967","1,000",,"0,021","1,0344","0,967",,
Tacrinedecoy34,756,"-25,4",0,1,740,16,"0,968","1,000",,"0,021","1,0330","0,968",,
Galantaminedecoy26,757,"-25,4",0,1,741,16,"0,969","1,000",,"0,021","1,0317","0,969",,
Velnacrinedecoy15,758,"-25,3",0,1,742,16,"0,971","1,000",,"0,021","1,0303","0,971",,
4iodo-3tetrahydroacridindecoy29,759,"-25,3",0,1,743,16,"0,972","1,000",,"0,021","1,0290","0,972",,
Tacrinedecoy18,760,"-25,2",0,1,744,16,"0,973","1,000",,"0,021","1,0276","0,973",,
Tacrinedecoy15,761,"-25,2",0,1,745,16,"0,974","1,000",,"0,021","1,0263","0,974",,
Velnacrinedecoy37,762,"-25,0",0,1,746,16,"0,976","1,000",,"0,021","1,0249","0,976",,
Tacrinedecoy37,763,"-24,7",0,1,747,16,"0,977","1,000",,"0,021","1,0236","0,977",,
Tacrinedecoy27,764,"-24,7",0,1,748,16,"0,978","1,000",,"0,021","1,0222","0,978",,
Velnacrinedecoy2,765,"-24,7",0,1,749,16,"0,980","1,000",,"0,021","1,0209","0,980",,
Velnacrinedecoy20,766,"-24,5",0,1,750,16,"0,981","1,000",,"0,021","1,0196","0,981",,
Velnacrinedecoy36,767,"-24,4",0,1,751,16,"0,982","1,000",,"0,021","1,0182","0,982",,
2iodo-2tetrahydroacridindecoy27,768,"-24,3",0,1,752,16,"0,983","1,000",,"0,021","1,0169","0,983",,
Velnacrinedecoy11,769,"-24,3",0,1,753,16,"0,985","1,000",,"0,021","1,0156","0,985",,
Tacrinedecoy44,770,"-24,3",0,1,754,16,"0,986","1,000",,"0,021","1,0143","0,986",,
Tacrinedecoy10,771,"-24,2",0,1,755,16,"0,987","1,000",,"0,021","1,0129","0,987",,
Tacrinedecoy23,772,"-24,1",0,1,756,16,"0,988","1,000",,"0,021","1,0116","0,988",,
Tacrinedecoy30,773,"-23,9",0,1,757,16,"0,990","1,000",,"0,021","1,0103","0,990",,
Velnacrinedecoy17,774,"-23,8",0,1,758,16,"0,991","1,000",,"0,021","1,0090","0,991",,
Velnacrinedecoy44,775,"-23,8",0,1,759,16,"0,992","1,000",,"0,021","1,0077","0,992",,
Velnacrinedecoy47,776,"-23,7",0,1,760,16,"0,994","1,000",,"0,021","1,0064","0,994",,
Velnacrinedecoy1,777,"-23,5",0,1,761,16,"0,995","1,000",,"0,021","1,0051","0,995",,
Velnacrinedecoy46,778,"-23,4",0,1,762,16,"0,996","1,000",,"0,021","1,0038","0,996",,
Velnacrinedecoy42,779,"-20,8",0,1,763,16,"0,997","1,000",,"0,021","1,0025","0,997",,
3iodo-4tetrahydroacridindecoy24,780,"-20,4",0,1,764,16,"0,999","1,000",,"0,021","1,0013","0,999",,
3iodo-2tetrahydroacridindecoy23,781,"-6,2",0,1,765,16,"1,000","1,000",,"0,020","1,0000","1,000",,
,,,16,765,,,,,,,,,,
