Ligand,ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FP,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
4iodo-3tetrahydroacridindecoy22,703,"-6,9",0,1,687,16,,"0,900","1,000",,"0,023","1,1109","0,900",,
2iodo-4tetrahydroacridindecoy39,704,"-6,9",0,1,688,16,,"0,901","1,000",,"0,023","1,1094","0,901",,
Galantaminedecoy36,705,"-6,9",0,1,689,16,,"0,903","1,000",,"0,023","1,1078","0,903",,
Tacrinedecoy21,706,"-6,9",0,1,690,16,,"0,904","1,000",,"0,023","1,1062","0,904",,
Velnacrinedecoy19,707,"-6,9",0,1,691,16,,"0,905","1,000",,"0,023","1,1046","0,905",,
3iodo-2tetrahydroacridindecoy50,708,"-6,9",0,1,692,16,,"0,907","1,000",,"0,023","1,1031","0,907",,
4iodo-2tetrahydroacridindecoy18,709,"-6,9",0,1,693,16,,"0,908","1,000",,"0,023","1,1015","0,908",,
4iodo-3tetrahydroacridindecoy29,710,"-6,9",0,1,694,16,,"0,909","1,000",,"0,023","1,1000","0,909",,
Physostigminedecoy27,711,"-6,9",0,1,695,16,,"0,910","1,000",,"0,023","1,0984","0,910",,
Tolserinedecoy39,712,"-6,9",0,1,696,16,,"0,912","1,000",,"0,022","1,0969","0,912",,
Velnacrinedecoy1,713,"-6,9",0,1,697,16,,"0,913","1,000",,"0,022","1,0953","0,913",,
Velnacrinedecoy21,714,"-6,9",0,1,698,16,,"0,914","1,000",,"0,022","1,0938","0,914",,
3iodo-4tetrahydroacridindecoy38,715,"-6,9",0,1,699,16,,"0,915","1,000",,"0,022","1,0923","0,915",,
Tacrinedecoy36,716,"-6,9",0,1,700,16,,"0,917","1,000",,"0,022","1,0908","0,917",,
Velnacrinedecoy29,717,"-6,8",0,1,701,16,,"0,918","1,000",,"0,022","1,0892","0,918",,
2iodo-2tetrahydroacridindecoy38,718,"-6,8",0,1,702,16,,"0,919","1,000",,"0,022","1,0877","0,919",,
Velnacrinedecoy31,719,"-6,8",0,1,703,16,,"0,921","1,000",,"0,022","1,0862","0,921",,
Tacrinedecoy4,720,"-6,8",0,1,704,16,,"0,922","1,000",,"0,022","1,0847","0,922",,
Galantaminedecoy24,721,"-6,8",0,1,705,16,,"0,923","1,000",,"0,022","1,0832","0,923",,
Velnacrinedecoy8,722,"-6,8",0,1,706,16,,"0,924","1,000",,"0,022","1,0817","0,924",,
Tacrinedecoy34,723,"-6,8",0,1,707,16,,"0,926","1,000",,"0,022","1,0802","0,926",,
3iodo-4tetrahydroacridindecoy29,724,"-6,7",0,1,708,16,,"0,927","1,000",,"0,022","1,0787","0,927",,
Galantaminedecoy25,725,"-6,7",0,1,709,16,,"0,928","1,000",,"0,022","1,0772","0,928",,
Velnacrinedecoy38,726,"-6,7",0,1,710,16,,"0,930","1,000",,"0,022","1,0757","0,930",,
3iodo-4tetrahydroacridindecoy30,727,"-6,7",0,1,711,16,,"0,931","1,000",,"0,022","1,0743","0,931",,
Galantaminedecoy27,728,"-6,7",0,1,712,16,,"0,932","1,000",,"0,022","1,0728","0,932",,
Tacrinedecoy45,729,"-6,7",0,1,713,16,,"0,933","1,000",,"0,022","1,0713","0,933",,
Velnacrinedecoy11,730,"-6,7",0,1,714,16,,"0,935","1,000",,"0,022","1,0698","0,935",,
Velnacrinedecoy23,731,"-6,7",0,1,715,16,,"0,936","1,000",,"0,022","1,0684","0,936",,
2iodo-2tetrahydroacridindecoy50,732,"-6,7",0,1,716,16,,"0,937","1,000",,"0,022","1,0669","0,937",,
Tacrinedecoy42,733,"-6,6",0,1,717,16,,"0,939","1,000",,"0,022","1,0655","0,939",,
Tacrinedecoy9,734,"-6,6",0,1,718,16,,"0,940","1,000",,"0,022","1,0640","0,940",,
Velnacrinedecoy17,735,"-6,6",0,1,719,16,,"0,941","1,000",,"0,022","1,0626","0,941",,
Tacrinedecoy20,736,"-6,6",0,1,720,16,,"0,942","1,000",,"0,022","1,0611","0,942",,
Tacrinedecoy7,737,"-6,6",0,1,721,16,,"0,944","1,000",,"0,022","1,0597","0,944",,
Tacrinedecoy37,738,"-6,6",0,1,722,16,,"0,945","1,000",,"0,022","1,0582","0,945",,
Velnacrinedecoy37,739,"-6,6",0,1,723,16,,"0,946","1,000",,"0,022","1,0568","0,946",,
Galantaminedecoy3,740,"-6,5",0,1,724,16,,"0,948","1,000",,"0,022","1,0554","0,948",,
Velnacrinedecoy15,741,"-6,5",0,1,725,16,,"0,949","1,000",,"0,022","1,0540","0,949",,
Tacrinedecoy22,742,"-6,5",0,1,726,16,,"0,950","1,000",,"0,022","1,0525","0,950",,
Galantaminedecoy4,743,"-6,5",0,1,727,16,,"0,951","1,000",,"0,022","1,0511","0,951",,
2iodo-2tetrahydroacridindecoy36,744,"-6,5",0,1,728,16,,"0,953","1,000",,"0,022","1,0497","0,953",,
Galantaminedecoy21,745,"-6,5",0,1,729,16,,"0,954","1,000",,"0,021","1,0483","0,954",,
Tacrinedecoy17,746,"-6,5",0,1,730,16,,"0,955","1,000",,"0,021","1,0469","0,955",,
Tacrinedecoy44,747,"-6,5",0,1,731,16,,"0,956","1,000",,"0,021","1,0455","0,956",,
Velnacrinedecoy46,748,"-6,4",0,1,732,16,,"0,958","1,000",,"0,021","1,0441","0,958",,
2iodo-3tetrahydroacridindecoy32,749,"-6,4",0,1,733,16,,"0,959","1,000",,"0,021","1,0427","0,959",,
Tacrinedecoy30,750,"-6,4",0,1,734,16,,"0,960","1,000",,"0,021","1,0413","0,960",,
2iodo-3tetrahydroacridindecoy7,751,"-6,4",0,1,735,16,,"0,962","1,000",,"0,021","1,0399","0,962",,
4iodo-2tetrahydroacridindecoy1,752,"-6,4",0,1,736,16,,"0,963","1,000",,"0,021","1,0385","0,963",,
Velnacrinedecoy25,753,"-6,4",0,1,737,16,,"0,964","1,000",,"0,021","1,0372","0,964",,
Velnacrinedecoy20,754,"-6,3",0,1,738,16,,"0,965","1,000",,"0,021","1,0358","0,965",,
4iodo-2tetrahydroacridindecoy40,755,"-6,3",0,1,739,16,,"0,967","1,000",,"0,021","1,0344","0,967",,
4iodo-3tetrahydroacridindecoy46,756,"-6,3",0,1,740,16,,"0,968","1,000",,"0,021","1,0330","0,968",,
Velnacrinedecoy44,757,"-6,3",0,1,741,16,,"0,969","1,000",,"0,021","1,0317","0,969",,
Tacrinedecoy15,758,"-6,3",0,1,742,16,,"0,971","1,000",,"0,021","1,0303","0,971",,
2iodo-3tetrahydroacridindecoy4,759,"-6,2",0,1,743,16,,"0,972","1,000",,"0,021","1,0290","0,972",,
Galantaminedecoy26,760,"-6,1",0,1,744,16,,"0,973","1,000",,"0,021","1,0276","0,973",,
Tacrinedecoy27,761,"-6,1",0,1,745,16,,"0,974","1,000",,"0,021","1,0263","0,974",,
Tacrinedecoy18,762,"-6,1",0,1,746,16,,"0,976","1,000",,"0,021","1,0249","0,976",,
3iodo-2tetrahydroacridindecoy18,763,"-6,0",0,1,747,16,,"0,977","1,000",,"0,021","1,0236","0,977",,
Tacrinedecoy10,764,"-6,0",0,1,748,16,,"0,978","1,000",,"0,021","1,0222","0,978",,
3iodo-4tetrahydroacridindecoy24,765,"-6,0",0,1,749,16,,"0,980","1,000",,"0,021","1,0209","0,980",,
3iodo-4tetrahydroacridindecoy16,766,"-6,0",0,1,750,16,,"0,981","1,000",,"0,021","1,0196","0,981",,
Bis-tacrinedecoy9,767,"-6,0",0,1,751,16,,"0,982","1,000",,"0,021","1,0182","0,982",,
Bis-tacrinedecoy10,768,"-5,9",0,1,752,16,,"0,983","1,000",,"0,021","1,0169","0,983",,
3iodo-2tetrahydroacridindecoy13,769,"-5,8",0,1,753,16,,"0,985","1,000",,"0,021","1,0156","0,985",,
4iodo-2tetrahydroacridindecoy24,770,"-5,8",0,1,754,16,,"0,986","1,000",,"0,021","1,0143","0,986",,
2iodo-2tetrahydroacridindecoy26,771,"-5,7",0,1,755,16,,"0,987","1,000",,"0,021","1,0129","0,987",,
2iodo-2tetrahydroacridindecoy20,772,"-5,7",0,1,756,16,,"0,988","1,000",,"0,021","1,0116","0,988",,
4iodo-4tetrahydroacridindecoy13,773,"-5,6",0,1,757,16,,"0,990","1,000",,"0,021","1,0103","0,990",,
4iodo-3tetrahydroacridindecoy17,774,"-5,6",0,1,758,16,,"0,991","1,000",,"0,021","1,0090","0,991",,
Velnacrinedecoy42,775,"-5,5",0,1,759,16,,"0,992","1,000",,"0,021","1,0077","0,992",,
2iodo-2tetrahydroacridindecoy27,776,"-5,5",0,1,760,16,,"0,994","1,000",,"0,021","1,0064","0,994",,
2iodo-2tetrahydroacridindecoy21,777,"-5,4",0,1,761,16,,"0,995","1,000",,"0,021","1,0051","0,995",,
3iodo-4tetrahydroacridindecoy9,778,"-5,0",0,1,762,16,,"0,996","1,000",,"0,021","1,0038","0,996",,
2iodo-3tetrahydroacridindecoy30,779,"-4,8",0,1,763,16,,"0,997","1,000",,"0,021","1,0025","0,997",,
4iodo-2tetrahydroacridindecoy47,780,"-4,7",0,1,764,16,,"0,999","1,000",,"0,021","1,0013","0,999",,
3iodo-2tetrahydroacridindecoy23,781,"-2,4",0,1,765,16,,"1,000","1,000",,"0,020","1,0000","1,000",,
,,,16,765,,,,,,,,,,,
